protocol_version,packet_length,seq_number,data_type,data_type_str,data_length,msg_type,msg_type_str,cfg2,b64_msg_buffer,msg_value
135,15,930,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,931,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,931,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,932,2,FLOAT,4,2,READ_WEIGHT,00000000,XoyEQQ==,16.568538665771484
135,15,932,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,932,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,933,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,933,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,934,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,934,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,935,2,FLOAT,4,2,READ_WEIGHT,00000000,9GGEQQ==,16.547828674316406
135,15,935,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,935,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,936,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,936,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,937,2,FLOAT,4,2,READ_WEIGHT,00000000,BmmEQQ==,16.551280975341797
135,15,937,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,937,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,938,2,FLOAT,4,2,READ_WEIGHT,00000000,KU6EQQ==,16.538164138793945
135,15,938,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,938,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,939,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,940,2,FLOAT,4,2,READ_WEIGHT,00000000,7EmEQQ==,16.536094665527344
135,15,940,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,940,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,941,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,941,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,942,2,FLOAT,4,2,READ_WEIGHT,00000000,RESEQQ==,16.53333282470703
135,15,942,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,942,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,943,2,FLOAT,4,2,READ_WEIGHT,00000000,nGeEQQ==,16.55059051513672
135,15,943,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,943,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,944,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,944,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,945,2,FLOAT,4,2,READ_WEIGHT,00000000,tl2EQQ==,16.545757293701172
135,15,945,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,945,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,946,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,946,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,947,2,FLOAT,4,2,READ_WEIGHT,00000000,gkiEQQ==,16.535404205322266
135,15,947,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,947,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,948,2,FLOAT,4,2,READ_WEIGHT,00000000,yTuEQQ==,16.529191970825195
135,15,948,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,948,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,949,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,949,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,950,2,FLOAT,4,2,READ_WEIGHT,00000000,Mj2EQQ==,16.52988052368164
135,15,950,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,950,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,951,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,951,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,952,2,FLOAT,4,2,READ_WEIGHT,00000000,VUuEQQ==,16.53678321838379
135,15,952,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,952,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,953,2,FLOAT,4,2,READ_WEIGHT,00000000,pVaEQQ==,16.542306900024414
135,15,953,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,953,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,954,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,954,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,955,2,FLOAT,4,2,READ_WEIGHT,00000000,Q22EQQ==,16.5533504486084
135,15,955,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,955,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,956,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,956,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,957,2,FLOAT,4,2,READ_WEIGHT,00000000,RESEQQ==,16.53333282470703
135,15,957,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,957,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,958,2,FLOAT,4,2,READ_WEIGHT,00000000,D1iEQQ==,16.542997360229492
135,15,958,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,958,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,959,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,959,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,960,2,FLOAT,4,2,READ_WEIGHT,00000000,O1WEQQ==,16.541616439819336
135,15,960,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,960,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,961,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,961,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,962,2,FLOAT,4,2,READ_WEIGHT,00000000,Mj2EQQ==,16.52988052368164
135,15,962,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,962,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,963,2,FLOAT,4,2,READ_WEIGHT,00000000,Z1KEQQ==,16.54023551940918
135,15,963,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,963,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,964,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,964,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,965,2,FLOAT,4,2,READ_WEIGHT,00000000,yTuEQQ==,16.529191970825195
135,15,965,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,965,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,966,2,FLOAT,4,2,READ_WEIGHT,00000000,cGqEQQ==,16.551971435546875
135,15,966,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,966,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,967,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,967,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,968,2,FLOAT,4,2,READ_WEIGHT,00000000,eFmEQQ==,16.543685913085938
135,15,968,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,968,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,969,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,969,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,970,2,FLOAT,4,2,READ_WEIGHT,00000000,KU6EQQ==,16.538164138793945
135,15,970,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,970,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,971,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,971,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,972,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,972,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,973,2,FLOAT,4,2,READ_WEIGHT,00000000,tzSEQQ==,16.525739669799805
135,15,973,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,973,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,974,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,974,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,975,2,FLOAT,4,2,READ_WEIGHT,00000000,v3WEQQ==,16.557493209838867
135,15,975,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,975,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,976,2,FLOAT,4,2,READ_WEIGHT,00000000,TFyEQQ==,16.545066833496094
135,15,976,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,976,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,977,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,977,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,978,2,FLOAT,4,2,READ_WEIGHT,00000000,aACEQQ==,16.500198364257812
135,15,978,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,978,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,979,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,979,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,980,2,FLOAT,4,2,READ_WEIGHT,00000000,lCaEQQ==,16.518836975097656
135,15,980,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,980,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,981,2,FLOAT,4,2,READ_WEIGHT,00000000,fGODQQ==,16.42357635498047
135,15,981,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,981,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,982,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,982,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,983,2,FLOAT,4,2,READ_WEIGHT,00000000,5hKDQQ==,16.384227752685547
135,15,983,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,983,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,984,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,984,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,985,2,FLOAT,4,2,READ_WEIGHT,00000000,E+eCQQ==,16.362829208374023
135,15,985,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,985,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,986,2,FLOAT,4,2,READ_WEIGHT,00000000,Zc2EQQ==,16.600290298461914
135,15,986,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,986,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,987,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,987,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,988,2,FLOAT,4,2,READ_WEIGHT,00000000,3SmAQQ==,16.02044105529785
135,15,988,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,988,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,989,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,989,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,990,2,FLOAT,4,2,READ_WEIGHT,00000000,uAuEQQ==,16.505722045898438
135,15,990,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,990,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,991,2,FLOAT,4,2,READ_WEIGHT,00000000,TTOEQQ==,16.525049209594727
135,15,991,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,991,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,992,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,992,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,993,2,FLOAT,4,2,READ_WEIGHT,00000000,gkiEQQ==,16.535404205322266
135,15,993,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,993,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,994,2,FLOAT,4,2,READ_WEIGHT,00000000,4lqEQQ==,16.544376373291016
135,15,994,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,994,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,995,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,995,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,996,2,FLOAT,4,2,READ_WEIGHT,00000000,gkiEQQ==,16.535404205322266
135,15,996,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,996,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,997,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,997,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,998,2,FLOAT,4,2,READ_WEIGHT,00000000,nD6EQQ==,16.53057098388672
135,15,998,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,998,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,999,2,FLOAT,4,2,READ_WEIGHT,00000000,7CCEQQ==,16.516075134277344
135,15,999,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,999,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1000,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1000,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1001,2,FLOAT,4,2,READ_WEIGHT,00000000,0iqEQQ==,16.52090835571289
135,15,1001,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1002,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1002,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1003,2,FLOAT,4,2,READ_WEIGHT,00000000,MmaEQQ==,16.54990005493164
135,15,1003,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1003,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1004,2,FLOAT,4,2,READ_WEIGHT,00000000,TFyEQQ==,16.545066833496094
135,15,1004,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1004,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1005,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1005,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1006,2,FLOAT,4,2,READ_WEIGHT,00000000,4lqEQQ==,16.544376373291016
135,15,1006,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1006,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1007,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1007,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1008,2,FLOAT,4,2,READ_WEIGHT,00000000,F3CEQQ==,16.554731369018555
135,15,1008,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1008,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1009,2,FLOAT,4,2,READ_WEIGHT,00000000,VUuEQQ==,16.53678321838379
135,15,1009,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1009,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1010,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1010,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1011,2,FLOAT,4,2,READ_WEIGHT,00000000,O1WEQQ==,16.541616439819336
135,15,1011,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1011,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1012,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1012,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1013,2,FLOAT,4,2,READ_WEIGHT,00000000,aCmEQQ==,16.520217895507812
135,15,1013,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1013,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1014,2,FLOAT,4,2,READ_WEIGHT,00000000,2WuEQQ==,16.55265998840332
135,15,1014,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1014,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
135,15,1015,2,FLOAT,4,3,READ_TEMPERATURE,00000000,zcz0QQ==,30.600000381469727
135,15,1015,2,FLOAT,4,4,READ_PRESSURE,00000000,AAC1Qg==,90.5
